access_time,failed_logins,file_changes,data_exfiltrated,unusual_access_pattern,label
2024-10-13 17:20:03.561400,0,21,14.89,0,1
2024-11-06 01:53:03.561400,2,19,2.55,0,0
2024-08-18 18:14:03.561400,2,28,2.05,0,0
2025-01-21 16:31:03.561400,2,17,1.59,0,0
2024-11-14 21:55:03.561400,1,28,4.16,0,0
2025-01-12 14:15:03.561400,3,41,4.09,0,1
2024-12-01 00:23:03.561400,4,43,0.08,0,1
2024-09-26 00:08:03.561400,2,26,5.31,0,0
2025-01-11 06:54:03.561400,3,34,7.76,0,0
2024-10-30 01:19:03.561400,2,28,4.79,0,0
2024-11-02 22:55:03.561400,6,5,10.2,0,1
2025-01-12 04:57:03.561400,5,36,1.62,1,1
2024-09-22 23:20:03.561400,1,24,1.07,0,0
2024-09-27 11:59:03.561400,1,20,5.97,1,1
2024-10-31 02:10:03.561400,3,30,1.04,1,1
2024-08-14 06:38:03.561400,3,39,0.48,0,0
2025-01-18 10:52:03.561400,6,49,0.51,0,1
2024-09-26 10:50:03.561400,2,15,7.31,0,0
2025-01-18 15:38:03.561400,1,13,0.15,0,0
2024-11-12 11:56:03.561400,0,5,1.71,0,0
2024-09-11 20:43:03.561400,2,10,0.69,0,0
2024-11-04 00:51:03.561400,3,26,7.03,0,0
2024-10-23 07:58:03.561400,2,37,3.5,0,0
2024-09-26 06:42:03.561400,3,4,1.15,0,0
2024-10-06 06:39:03.561400,1,14,6.94,0,0
2024-11-05 04:00:03.561400,1,37,6.94,0,0
2024-12-26 05:50:03.561400,3,15,3.7,1,1
2024-12-26 04:33:03.561400,0,17,1.61,0,0
2024-09-24 08:44:03.561400,1,32,4.41,0,0
2024-10-30 20:50:03.561400,3,34,13.56,1,1
2024-10-19 16:22:03.561400,2,23,0.27,0,0
2024-08-16 12:13:03.561400,1,34,1.55,0,0
2024-11-14 02:45:03.561400,1,6,1.68,1,1
2024-12-13 00:19:03.561400,6,13,5.0,0,1
2024-10-07 03:56:03.561400,1,49,5.27,0,1
2025-01-11 07:28:03.561400,2,29,1.16,0,0
2024-08-23 09:51:03.561400,1,23,1.22,1,1
2025-01-01 19:28:03.561400,1,14,13.17,0,1
2024-12-01 04:32:03.561400,2,12,7.06,0,0
2024-08-30 07:04:03.561400,2,18,13.61,1,1
2024-12-29 15:16:03.561400,1,28,8.85,0,0
2025-01-20 04:56:03.561400,2,21,2.57,1,1
2024-12-18 08:41:03.561400,1,1,0.65,0,0
2024-09-15 07:24:03.561400,3,38,4.97,0,0
2024-09-10 06:33:03.561400,3,12,2.17,0,0
2024-10-15 20:28:03.561400,3,35,2.77,0,0
2024-08-04 12:51:03.561400,3,37,2.77,0,0
2024-09-09 18:54:03.561400,4,17,13.79,0,1
2024-08-23 15:17:03.561400,3,14,0.36,0,0
2025-01-16 20:16:03.561400,0,34,1.07,0,0
2024-12-18 19:47:03.561400,0,16,4.68,1,1
2024-10-19 19:10:03.561400,2,47,10.76,0,1
2024-09-11 18:21:03.561400,3,12,12.5,0,1
2025-01-25 15:54:03.561400,1,21,4.09,0,0
2025-01-02 05:43:03.561400,2,39,0.18,0,0
2025-01-15 17:37:03.561400,2,20,2.25,0,0
2025-01-30 06:10:03.561400,3,25,12.56,0,1
2024-12-04 06:04:03.561400,0,45,3.47,1,1
2024-12-21 07:41:03.561400,1,3,6.48,0,0
2024-11-06 02:34:03.561400,1,6,1.57,1,1
2024-12-06 17:19:03.561400,1,9,0.13,0,0
2024-11-12 23:55:03.561400,0,14,4.32,0,0
2024-08-28 10:45:03.561400,2,25,9.01,0,0
2024-09-26 15:14:03.561400,0,15,23.16,0,1
2024-08-19 19:21:03.561400,0,39,9.37,0,0
2024-11-28 15:21:03.561400,2,33,4.04,0,0
2025-01-13 02:38:03.561400,4,16,4.69,0,0
2024-11-04 14:42:03.561400,1,37,8.69,0,0
2024-12-06 11:20:03.561400,3,15,0.1,0,0
2024-10-29 14:50:03.561400,1,33,15.15,0,1
2024-10-25 04:43:03.561400,2,28,3.79,1,1
2024-08-17 19:41:03.561400,2,17,15.19,0,1
2025-01-12 20:53:03.561400,0,10,7.23,0,0
2024-10-13 00:03:03.561400,3,11,0.83,0,0
2024-12-10 09:30:03.561400,2,36,0.9,1,1
2024-11-29 11:07:03.561400,7,1,2.18,1,1
2024-11-30 17:59:03.561400,1,17,1.53,1,1
2024-10-26 14:04:03.561400,2,37,2.89,0,0
2024-12-17 11:31:03.561400,1,32,4.63,0,0
2024-09-20 20:09:03.561400,1,8,2.87,1,1
2024-11-11 14:11:03.561400,1,14,0.29,0,0
2024-09-12 12:29:03.561400,6,27,18.57,0,1
2024-12-25 14:17:03.561400,0,7,2.77,0,0
2025-01-10 02:53:03.561400,1,45,9.52,1,1
2024-09-13 09:50:03.561400,0,35,0.38,0,0
2025-01-24 13:12:03.561400,6,38,8.31,1,1
2024-08-31 16:29:03.561400,1,7,0.95,0,0
2025-01-13 15:53:03.561400,2,41,5.69,0,1
2024-10-11 11:10:03.561400,4,49,5.42,0,1
2024-08-13 15:09:03.561400,0,49,12.03,0,1
2024-09-01 17:43:03.561400,2,18,1.93,0,0
2024-11-20 22:27:03.561400,2,3,0.58,0,0
2024-09-17 16:56:03.561400,1,26,10.0,0,0
2024-12-07 23:25:03.561400,4,12,2.01,1,1
2025-01-11 20:46:03.561400,2,37,1.32,0,0
2025-01-17 21:35:03.561400,2,20,3.33,0,0
2024-12-24 12:26:03.561400,1,25,0.79,0,0
2024-11-09 10:14:03.561400,1,44,1.76,1,1
2024-08-10 01:15:03.561400,6,22,2.43,0,1
2024-10-31 01:26:03.561400,3,29,1.62,0,0
2024-08-10 11:11:03.561400,2,30,2.99,0,0
2024-09-13 13:26:03.561400,4,30,2.43,0,0
2025-01-26 14:55:03.561400,0,15,7.45,0,0
2024-08-29 16:53:03.561400,0,41,12.53,0,1
2024-11-08 04:20:03.561400,2,40,0.53,1,1
2025-01-19 22:07:03.561400,2,6,8.67,0,0
2024-09-02 13:19:03.561400,3,16,13.42,0,1
2024-12-22 10:24:03.561400,2,23,5.8,0,0
2024-11-01 03:43:03.561400,4,19,28.16,0,1
2024-12-28 08:23:03.561400,6,38,2.04,1,1
2025-01-22 22:50:03.561400,0,26,8.87,0,0
2025-01-19 17:32:03.561400,2,1,5.6,0,0
2025-01-19 06:53:03.561400,0,0,1.95,0,0
2024-09-20 08:11:03.561400,1,33,6.1,0,0
2024-12-22 15:52:03.561400,0,26,3.56,0,0
2024-12-05 06:02:03.561400,1,36,1.05,1,1
2024-08-18 07:21:03.561400,4,49,0.96,0,1
2025-01-03 12:12:03.561400,2,5,6.25,0,0
2024-09-05 13:25:03.561400,5,37,6.22,0,0
2024-10-27 11:33:03.561400,2,26,3.78,0,0
2024-11-29 06:25:03.561400,3,47,3.48,1,1
2024-10-08 21:55:03.561400,1,15,0.99,0,0
2025-01-31 08:15:03.561400,5,34,2.8,0,0
2024-08-07 18:02:03.561400,2,26,10.26,1,1
2024-08-17 17:02:03.561400,0,34,9.65,0,0
2024-11-10 16:32:03.561400,4,35,5.41,0,0
2024-11-14 17:58:03.561400,1,37,29.68,0,1
2024-10-15 14:17:03.561400,2,27,11.18,1,1
2024-11-22 16:53:03.561400,5,2,0.78,0,0
2025-01-22 18:51:03.561400,2,40,2.55,0,0
2024-09-22 09:25:03.561400,2,30,0.71,0,0
2024-09-05 12:08:03.561400,5,2,3.14,1,1
2024-08-18 05:01:03.561400,0,37,7.49,0,0
2024-12-08 01:57:03.561400,4,23,0.85,0,0
2025-01-13 16:24:03.561400,3,25,10.62,0,1
2024-09-10 03:38:03.561400,5,40,4.21,0,0
2024-11-20 18:34:03.561400,0,46,6.91,0,1
2024-10-10 14:56:03.561400,2,27,0.23,1,1
2024-11-18 10:43:03.561400,1,8,0.49,1,1
2024-12-25 20:49:03.561400,5,36,4.85,0,0
2024-09-17 01:48:03.561400,3,26,9.11,0,0
2025-01-26 18:29:03.561400,1,47,10.35,0,1
2024-11-17 22:03:03.561400,2,2,5.83,1,1
2024-12-25 21:57:03.561400,0,40,1.12,0,0
2024-08-05 16:04:03.561400,1,48,1.08,1,1
2025-01-30 00:49:03.561400,5,27,10.66,0,1
2024-12-02 14:26:03.561400,1,31,0.6,0,0
2024-10-07 14:19:03.561400,3,34,5.79,0,0
2024-11-05 04:39:03.561400,1,6,3.81,0,0
2024-08-21 10:07:03.561400,3,6,2.74,0,0
2024-11-26 21:16:03.561400,5,20,2.9,0,0
2024-12-13 19:03:03.561400,0,31,14.52,1,1
2024-10-08 09:06:03.561400,1,37,9.88,0,0
2024-08-05 21:24:03.561400,3,19,10.01,0,1
2024-11-05 08:34:03.561400,1,7,2.61,1,1
2024-09-14 21:21:03.561400,3,3,0.57,0,0
2024-11-22 21:09:03.561400,0,25,30.69,0,1
2025-01-02 12:01:03.561400,1,14,0.79,0,0
2024-12-02 22:57:03.561400,0,5,3.62,1,1
2024-10-06 05:22:03.561400,2,47,1.54,0,1
2024-09-24 00:52:03.561400,4,31,3.57,0,0
2024-10-08 10:52:03.561400,1,4,1.82,0,0
2025-01-04 08:23:03.561400,3,43,11.36,0,1
2024-11-16 06:46:03.561400,1,45,17.26,0,1
2024-11-26 18:13:03.561400,2,5,2.64,1,1
2024-09-17 22:42:03.561400,3,2,0.36,0,0
2024-08-31 00:23:03.561400,0,28,5.44,0,0
2024-12-07 00:19:03.561400,2,18,2.36,0,0
2025-01-29 22:14:03.561400,3,9,21.33,0,1
2024-11-23 12:22:03.561400,3,6,0.47,1,1
2024-11-08 02:02:03.561400,1,44,0.63,0,1
2024-10-26 14:56:03.561400,1,0,6.01,0,0
2024-08-30 20:05:03.561400,2,0,7.11,0,0
2024-08-23 00:22:03.561400,0,16,3.18,0,0
2024-08-12 10:10:03.561400,1,21,1.62,0,0
2024-08-31 05:30:03.561400,4,35,1.85,0,0
2024-11-21 04:39:03.561400,1,13,2.06,0,0
2024-10-26 12:19:03.561400,3,5,1.28,0,0
2024-09-18 16:40:03.561400,5,29,9.51,1,1
2024-12-11 18:45:03.561400,2,45,0.34,0,1
2024-09-09 21:32:03.561400,2,46,2.62,1,1
2024-11-02 16:33:03.561400,1,32,6.88,0,0
2024-08-13 00:27:03.561400,3,19,0.02,0,0
2024-09-01 18:51:03.561400,1,15,10.52,0,1
2024-09-07 07:35:03.561400,2,3,6.13,0,0
2024-09-28 01:08:03.561400,2,33,0.38,0,0
2024-10-15 02:22:03.561400,1,0,11.27,1,1
2025-01-11 18:22:03.561400,4,12,3.34,0,0
2024-11-03 10:31:03.561400,2,47,5.28,0,1
2024-09-25 23:14:03.561400,1,7,10.69,0,1
2024-10-27 11:18:03.561400,2,21,10.65,0,1
2024-12-10 00:00:03.561400,0,3,2.63,0,0
2024-10-31 14:29:03.561400,0,33,1.36,0,0
2025-01-20 18:03:03.561400,1,44,1.49,0,1
2024-12-30 09:31:03.561400,0,36,7.26,0,0
2024-10-17 00:32:03.561400,2,22,13.26,1,1
2024-08-22 18:44:03.561400,4,19,0.37,0,0
2024-11-01 11:02:03.561400,2,23,0.08,0,0
2025-01-01 18:19:03.561400,5,26,8.66,0,0
2024-12-29 21:21:03.561400,4,12,2.44,0,0
2024-10-19 13:00:03.561400,4,4,1.62,0,0
2025-01-22 16:37:03.561400,2,15,1.04,0,0
2024-10-20 11:09:03.561400,3,37,2.13,0,0
2024-12-26 14:51:03.561400,3,47,17.78,1,1
2024-12-11 17:43:03.561400,2,28,18.88,0,1
2025-01-20 15:56:03.561400,3,25,2.01,0,0
2024-08-25 18:03:03.561400,2,21,16.58,1,1
2024-09-26 09:03:03.561400,1,23,1.78,1,1
2024-09-17 08:35:03.561400,2,12,9.64,0,0
2025-01-22 02:41:03.561400,1,42,1.19,0,1
2024-09-24 21:00:03.561400,1,20,8.76,0,0
2024-12-12 14:50:03.561400,6,0,2.18,0,1
2024-11-25 07:57:03.561400,2,3,1.09,0,0
2025-01-01 15:47:03.561400,1,2,13.65,1,1
2024-12-21 06:33:03.561400,2,49,1.21,0,1
2024-09-23 15:03:03.561400,1,22,24.04,0,1
2024-09-01 05:11:03.561400,2,15,0.57,0,0
2024-11-20 05:57:03.561400,4,44,0.05,0,1
2024-10-02 21:20:03.561400,1,12,10.23,0,1
2024-10-13 20:03:03.561400,1,38,4.42,1,1
2024-12-28 09:48:03.561400,4,30,2.74,0,0
2024-09-18 12:54:03.561400,4,23,0.43,1,1
2024-09-24 11:51:03.561400,2,46,4.28,0,1
2024-08-28 16:36:03.561400,3,14,2.5,0,0
2024-10-03 22:52:03.561400,3,4,3.3,1,1
2024-11-25 13:38:03.561400,3,48,4.98,0,1
2024-12-25 13:56:03.561400,1,21,5.11,0,0
2024-12-15 12:12:03.561400,1,21,16.17,0,1
2024-10-22 05:38:03.561400,0,10,5.32,0,0
2024-10-02 02:23:03.561400,0,23,2.07,0,0
2024-08-12 21:40:03.561400,2,44,2.0,0,1
2024-10-26 06:00:03.561400,2,9,3.24,1,1
2024-09-11 11:36:03.561400,3,46,1.5,0,1
2025-01-16 12:57:03.561400,3,33,2.36,0,0
2024-10-31 18:02:03.561400,3,10,9.23,0,0
2024-10-27 16:25:03.561400,2,42,9.82,0,1
2024-10-03 19:30:03.561400,2,28,4.94,0,0
2025-01-21 04:51:03.561400,1,21,4.37,0,0
2024-09-19 12:43:03.561400,1,32,2.79,0,0
2024-11-15 12:04:03.561400,3,7,5.05,0,0
2024-09-06 03:02:03.561400,6,48,8.2,0,1
2024-08-08 17:15:03.561400,0,31,6.69,0,0
2024-08-07 12:30:03.561400,2,39,0.18,0,0
2025-01-28 08:11:03.561400,2,44,6.57,0,1
2024-08-15 13:57:03.561400,2,22,6.36,0,0
2024-08-05 23:23:03.561400,1,4,0.52,0,0
2024-12-15 11:37:03.561400,2,30,0.81,1,1
2024-12-10 13:11:03.561400,2,28,7.75,1,1
2024-11-17 09:56:03.561400,2,5,4.09,0,0
2024-11-28 14:57:03.561400,1,24,8.62,0,0
2024-12-02 13:11:03.561400,2,24,1.02,0,0
2024-11-13 02:16:03.561400,0,30,0.16,0,0
2024-12-08 12:17:03.561400,2,13,0.88,0,0
2024-11-25 06:56:03.561400,2,16,3.01,0,0
2024-10-25 23:50:03.561400,3,15,3.7,0,0
2024-11-09 12:22:03.561400,0,27,9.75,1,1
2024-12-03 05:57:03.561400,1,8,6.3,0,0
2024-08-20 14:01:03.561400,2,1,23.23,0,1
2024-10-04 12:40:03.561400,5,3,0.41,0,0
2025-01-01 20:31:03.561400,2,19,0.7,0,0
2024-10-15 01:50:03.561400,3,40,0.44,0,0
2024-11-14 03:15:03.561400,3,35,3.87,0,0
2025-01-11 17:10:03.561400,0,36,1.55,0,0
2024-10-09 08:39:03.561400,2,5,5.75,0,0
2024-10-14 21:15:03.561400,1,0,0.71,0,0
2024-12-26 21:15:03.561400,1,44,0.54,0,1
2025-01-25 05:36:03.561400,2,49,3.08,1,1
2024-10-24 04:08:03.561400,2,2,2.36,1,1
2024-08-14 14:01:03.561400,2,36,8.84,0,0
2024-11-26 18:49:03.561400,1,44,9.09,0,1
2024-12-28 03:54:03.561400,3,41,0.62,0,1
2024-11-04 08:36:03.561400,6,2,8.37,1,1
2024-12-17 08:34:03.561400,1,42,4.15,1,1
2024-10-20 21:01:03.561400,4,32,3.5,0,0
2024-11-02 21:58:03.561400,1,14,0.5,0,0
2024-12-16 21:13:03.561400,2,3,6.73,0,0
2024-11-08 09:20:03.561400,0,14,0.31,0,0
2024-10-27 05:59:03.561400,3,6,1.63,0,0
2024-10-26 23:52:03.561400,1,46,0.5,0,1
2025-01-30 06:54:03.561400,1,3,3.78,0,0
2025-01-18 10:34:03.561400,1,2,5.18,0,0
2024-11-15 19:28:03.561400,1,22,11.08,0,1
2024-11-24 06:52:03.561400,0,13,6.62,1,1
2024-12-05 04:05:03.561400,3,5,16.23,0,1
2025-01-29 17:18:03.561400,0,32,7.16,0,0
2024-12-07 00:02:03.561400,0,8,1.77,0,0
2024-08-17 16:28:03.561400,4,11,3.97,1,1
2024-09-20 10:07:03.561400,3,49,3.06,0,1
2024-10-06 00:18:03.561400,3,34,4.17,0,0
2025-01-21 21:47:03.561400,1,30,4.24,0,0
2025-01-02 07:00:03.561400,1,2,6.06,1,1
2024-11-29 13:56:03.561400,3,45,0.43,0,1
2024-12-09 12:37:03.561400,0,35,6.87,0,0
2024-11-23 06:46:03.561400,3,12,0.78,0,0
2024-08-29 09:59:03.561400,3,12,0.13,0,0
2024-08-23 19:01:03.561400,2,33,3.66,0,0
2024-08-06 05:38:03.561400,1,20,4.36,0,0
2024-12-27 21:01:03.561400,4,33,0.18,0,0
2024-08-29 00:12:03.561400,2,41,3.62,0,1
2025-01-13 12:54:03.561400,3,42,3.82,0,1
2025-01-16 14:09:03.561400,2,27,0.27,1,1
2024-10-12 14:53:03.561400,3,46,6.22,0,1
2024-09-15 15:39:03.561400,0,34,1.18,0,0
2024-08-20 22:37:03.561400,5,13,7.91,1,1
2024-09-11 15:54:03.561400,3,17,1.86,0,0
2024-11-15 18:02:03.561400,2,18,3.25,0,0
2024-11-02 22:07:03.561400,4,18,11.12,0,1
2024-09-09 08:18:03.561400,1,32,8.2,0,0
2024-10-24 12:24:03.561400,2,34,7.61,0,0
2024-09-12 07:26:03.561400,1,19,0.87,0,0
2025-01-16 17:34:03.561400,2,28,0.25,0,0
2025-01-29 05:53:03.561400,0,7,4.65,0,0
2024-12-26 21:05:03.561400,1,24,2.64,0,0
2025-01-29 15:34:03.561400,2,16,11.99,0,1
2024-10-31 10:03:03.561400,2,0,2.15,0,0
2024-09-25 04:57:03.561400,2,37,2.64,0,0
2024-09-30 09:19:03.561400,3,48,3.73,0,1
2024-09-12 10:18:03.561400,1,29,7.96,1,1
2025-01-10 03:02:03.561400,2,27,1.56,0,0
2025-01-29 07:32:03.561400,1,32,14.22,0,1
2024-09-15 23:53:03.561400,3,12,3.88,0,0
2025-01-06 11:58:03.561400,1,23,9.19,0,0
2024-11-30 00:40:03.561400,1,43,3.73,0,1
2024-12-13 07:41:03.561400,2,36,7.39,1,1
2024-08-26 10:18:03.561400,1,21,0.26,0,0
2024-11-21 23:34:03.561400,4,12,8.03,0,0
2024-12-01 05:09:03.561400,1,39,3.71,0,0
2024-11-18 20:57:03.561400,1,11,2.98,0,0
2025-01-10 03:09:03.561400,1,40,0.59,0,0
2024-10-28 01:14:03.561400,1,48,6.77,0,1
2024-11-01 14:22:03.561400,2,45,0.7,0,1
2024-12-27 22:08:03.561400,3,6,1.07,0,0
2024-08-05 13:47:03.561400,3,35,0.68,0,0
2024-09-07 07:21:03.561400,4,28,0.03,0,0
2024-09-01 18:54:03.561400,3,28,5.42,0,0
2024-08-16 01:30:03.561400,0,25,1.58,0,0
2024-12-16 02:33:03.561400,1,26,0.81,0,0
2024-09-09 00:31:03.561400,1,23,1.93,0,0
2025-01-16 06:53:03.561400,1,30,3.46,0,0
2024-09-29 19:47:03.561400,3,6,3.5,1,1
2024-12-30 19:22:03.561400,3,16,2.29,0,0
2024-08-24 20:47:03.561400,3,48,3.42,0,1
2024-08-07 09:48:03.561400,2,32,2.79,1,1
2025-01-28 05:26:03.561400,2,33,8.65,0,0
2025-01-09 12:00:03.561400,3,17,0.15,0,0
2024-12-05 23:45:03.561400,1,40,10.13,1,1
2025-01-26 09:01:03.561400,3,4,1.4,0,0
2024-09-06 17:29:03.561400,2,0,6.4,0,0
2024-09-24 23:07:03.561400,5,6,2.6,0,0
2025-01-07 02:22:03.561400,2,33,1.74,1,1
2024-12-14 11:29:03.561400,2,2,4.78,0,0
2024-11-11 13:41:03.561400,1,35,7.32,0,0
2024-08-29 06:22:03.561400,2,34,2.99,1,1
2024-10-13 19:37:03.561400,4,11,3.14,1,1
2024-10-05 15:28:03.561400,1,14,0.3,0,0
2024-11-23 20:50:03.561400,1,3,12.88,0,1
2025-01-23 23:26:03.561400,1,32,9.38,0,0
2024-11-28 17:54:03.561400,3,15,2.54,0,0
2024-11-01 17:40:03.561400,0,28,7.24,0,0
2025-01-02 07:02:03.561400,3,5,1.88,0,0
2024-10-13 20:16:03.561400,0,48,6.55,0,1
2024-08-31 07:54:03.561400,1,36,3.64,0,0
2025-01-23 01:51:03.561400,0,22,3.09,1,1
2024-12-15 21:57:03.561400,0,12,0.29,0,0
2024-11-16 20:07:03.561400,0,43,16.82,0,1
2024-08-19 03:37:03.561400,1,0,9.08,0,0
2024-08-12 11:20:03.561400,2,11,7.88,0,0
2025-01-03 04:07:03.561400,1,26,1.82,0,0
2024-12-28 01:34:03.561400,3,24,1.71,1,1
2024-09-10 10:41:03.561400,2,21,4.26,0,0
2024-09-13 08:57:03.561400,4,33,9.36,0,0
2024-12-10 06:39:03.561400,0,17,13.64,0,1
2025-01-25 21:00:03.561400,3,40,1.57,0,0
2025-01-29 05:35:03.561400,4,15,4.68,0,0
2024-10-05 16:04:03.561400,1,28,6.44,0,0
2024-12-23 17:12:03.561400,4,29,1.28,1,1
2025-01-05 20:05:03.561400,2,29,2.62,0,0
2024-11-20 15:59:03.561400,0,19,1.04,1,1
2024-08-12 02:51:03.561400,1,46,6.0,0,1
2025-01-09 19:56:03.561400,1,21,9.97,0,0
2025-01-28 16:07:03.561400,2,41,10.5,0,1
2024-10-24 00:26:03.561400,2,33,5.54,0,0
2024-11-23 10:46:03.561400,3,3,2.13,0,0
2024-12-10 11:39:03.561400,2,49,5.41,0,1
2024-11-19 13:07:03.561400,3,30,9.99,0,0
2024-12-20 20:44:03.561400,1,49,4.92,1,1
2024-08-07 19:38:03.561400,1,13,2.66,0,0
2025-01-08 04:10:03.561400,3,7,12.62,0,1
2024-10-27 09:45:03.561400,1,36,9.02,0,0
2025-01-04 13:16:03.561400,3,4,10.7,0,1
2024-11-18 14:29:03.561400,1,7,11.68,0,1
2024-09-14 12:14:03.561400,2,10,2.5,0,0
2025-01-16 02:16:03.561400,1,28,9.82,1,1
2024-12-25 04:35:03.561400,2,20,4.22,1,1
2025-01-21 12:08:03.561400,4,38,0.19,0,0
2024-10-22 16:55:03.561400,2,12,5.05,1,1
2024-12-20 04:55:03.561400,2,48,3.18,0,1
2024-11-25 16:24:03.561400,3,18,1.61,0,0
2024-11-14 11:27:03.561400,3,2,17.6,0,1
2024-11-11 21:09:03.561400,1,33,0.28,1,1
2024-10-28 00:34:03.561400,2,37,14.58,0,1
2024-11-20 04:15:03.561400,1,18,0.87,0,0
2024-12-05 00:17:03.561400,3,31,2.37,0,0
2024-08-31 10:55:03.561400,3,46,2.7,1,1
2024-09-19 07:02:03.561400,1,35,6.57,0,0
2024-12-06 07:41:03.561400,3,38,1.21,0,0
2024-11-26 07:58:03.561400,1,13,21.38,1,1
2025-01-16 00:38:03.561400,2,6,6.91,0,0
2024-11-04 12:41:03.561400,3,19,7.8,0,0
2024-10-13 04:29:03.561400,3,31,0.56,0,0
2024-08-14 21:33:03.561400,3,45,3.23,0,1
2024-11-27 20:28:03.561400,0,30,14.56,0,1
2024-11-29 19:01:03.561400,0,21,1.57,0,0
2024-09-11 13:57:03.561400,5,4,0.79,1,1
2024-08-28 01:33:03.561400,0,30,3.32,0,0
2024-11-03 12:17:03.561400,1,14,13.32,0,1
2024-12-25 07:43:03.561400,0,43,3.34,0,1
2024-10-01 11:24:03.561400,3,16,2.59,0,0
2024-09-11 21:02:03.561400,1,36,5.25,1,1
2024-10-20 06:21:03.561400,3,18,13.81,0,1
2024-08-13 17:15:03.561400,1,9,0.25,0,0
2024-08-21 08:39:03.561400,7,43,0.83,0,1
2024-09-04 19:51:03.561400,3,33,0.71,0,0
2024-08-23 23:50:03.561400,2,48,0.45,0,1
2024-11-27 02:17:03.561400,1,24,1.8,0,0
2024-10-03 06:08:03.561400,2,36,1.3,0,0
2025-01-16 13:04:03.561400,2,27,3.98,0,0
2024-12-25 16:23:03.561400,4,14,1.98,0,0
2025-01-01 19:46:03.561400,1,19,2.6,1,1
2024-08-18 17:46:03.561400,5,12,14.22,1,1
2024-10-05 04:54:03.561400,1,19,0.85,0,0
2024-08-20 10:56:03.561400,2,42,2.46,0,1
2024-09-09 04:39:03.561400,1,30,1.49,0,0
2024-10-07 03:53:03.561400,2,17,3.98,0,0
2024-10-30 22:40:03.561400,2,40,6.67,1,1
2025-01-22 01:35:03.561400,0,47,8.49,0,1
2024-09-21 19:11:03.561400,4,27,3.62,0,0
2024-08-09 06:45:03.561400,2,46,9.65,0,1
2024-11-28 07:29:03.561400,3,3,7.69,0,0
2024-11-18 09:57:03.561400,0,23,0.85,0,0
2024-12-07 19:58:03.561400,2,43,1.41,1,1
2024-08-29 17:33:03.561400,1,44,5.57,0,1
2024-10-08 17:31:03.561400,3,8,18.4,1,1
2024-09-13 02:59:03.561400,1,46,2.36,1,1
2024-11-17 16:48:03.561400,7,49,1.31,0,1
2024-11-04 09:38:03.561400,2,31,10.17,0,1
2024-12-04 11:00:03.561400,0,31,1.11,0,0
2024-10-06 04:12:03.561400,3,38,5.98,1,1
2024-11-03 16:55:03.561400,5,20,0.17,0,0
2024-12-23 01:48:03.561400,1,43,0.1,0,1
2024-11-11 23:31:03.561400,1,41,3.0,0,1
2024-12-09 11:37:03.561400,1,38,5.34,0,0
2024-08-12 07:49:03.561400,2,45,0.77,0,1
2024-11-04 16:27:03.561400,1,26,7.22,0,0
2024-12-11 11:53:03.561400,4,46,0.69,0,1
2024-09-20 15:22:03.561400,2,35,3.81,0,0
2024-10-16 15:48:03.561400,3,7,1.84,0,0
2024-09-13 18:18:03.561400,2,18,6.98,1,1
2024-12-22 16:12:03.561400,0,28,8.15,0,0
2024-11-14 12:13:03.561400,1,18,0.34,0,0
2024-12-12 04:38:03.561400,5,4,1.07,1,1
2024-12-16 21:49:03.561400,4,21,11.16,1,1
2025-01-25 20:32:03.561400,1,34,2.69,0,0
2024-09-27 05:39:03.561400,3,9,3.24,0,0
2025-01-30 07:59:03.561400,2,14,0.92,0,0
2025-01-24 21:18:03.561400,3,1,26.39,1,1
2024-10-06 08:45:03.561400,1,41,12.82,0,1
2024-10-28 16:17:03.561400,1,21,0.01,0,0
2025-01-20 08:30:03.561400,1,47,4.0,1,1
2025-01-27 20:03:03.561400,1,34,10.29,0,1
2024-11-22 20:52:03.561400,2,38,2.82,0,0
2024-08-30 14:06:03.561400,2,18,2.87,1,1
2024-08-25 01:56:03.561400,0,46,2.38,0,1
2024-09-22 07:07:03.561400,1,11,0.15,0,0
2024-10-17 16:21:03.561400,0,33,7.81,1,1
2024-11-11 22:19:03.561400,2,44,3.05,0,1
2024-10-04 10:38:03.561400,0,19,3.79,0,0
2024-09-12 12:41:03.561400,3,6,1.48,0,0
2024-08-18 00:26:03.561400,2,23,7.67,0,0
2024-10-09 01:02:03.561400,2,2,7.89,0,0
2024-12-30 15:07:03.561400,4,5,4.03,0,0
2024-09-04 13:38:03.561400,2,32,11.75,0,1
2024-11-29 07:15:03.561400,1,33,0.62,0,0
2024-11-09 14:17:03.561400,0,32,7.72,0,0
2024-08-21 03:55:03.561400,1,28,4.09,0,0
2024-12-21 22:05:03.561400,1,22,1.31,0,0
2024-11-11 04:39:03.561400,2,3,0.71,0,0
2024-09-29 09:24:03.561400,1,4,1.79,1,1
2024-12-24 13:00:03.561400,4,33,9.7,0,0
2024-12-31 09:58:03.561400,1,15,7.75,0,0
2024-09-02 11:11:03.561400,2,39,5.18,0,0
2025-01-08 09:31:03.561400,0,46,0.47,0,1
2025-01-11 18:41:03.561400,1,42,15.49,0,1
2024-11-08 03:34:03.561400,2,41,1.82,0,1
2024-08-29 11:47:03.561400,2,2,4.67,0,0
2024-12-11 03:14:03.561400,5,42,8.13,0,1
2024-09-09 06:16:03.561400,3,48,0.71,1,1
2024-08-22 03:55:03.561400,0,41,5.28,1,1
